original_text,encrypted_text
Láska hory prenáša Život je krásny,Xkewm tadk bdqzkim Quhaf vq wdkezk
Príliš žlťučký kôň úpäl ďábelské ódy Slovensko je krásna krajina,Zbuvsg jvkeauk ubh hzlv cilovcuq ani Cvyfoxcuy to ubicxk ubktsxk
Láska hory prenáša,Cpjbr yfip givepnr
Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy Ráno múdrejšie večera,Rvibg wr xelfal Cexyvj mynhdxn xek kcoy floryfxt dql Elab zkqerwjvr irdren
Príliš žlťučký kôň úpäl ďábelské ódy Všetko najlepšie k narodeninám,Uwpqnb eqfzvpf pwc cugq xdgjqxpl vid Abjypt sfoqjubnj p sfwtijsnsdr
V našej záhrade rastú krásne kvety Dobrý deň prajem,D viemr hgpzilm ziabf szgavm sdmbg Lwjzi lmf xzirmu
Kde bolo tam bolo Život je krásny Bez práce nie sú koláče,Ngh eror wdp eror Hlyrw mh nubvqb Ehc subfh qlh va nrobth
Ráno múdrejšie večera Dobrý deň prajem V našej záhrade rastú krásne kvety,Krgh fqwkxcpbx oxjxkt Whukt wxq iktcxf O gtpxc sraktwx ktlmq dkrlgx doxmr
Ráno múdrejšie večera Láska hory prenáša,Vcrs qbhvinami ziuive Pcwoe lsvc tvircae
Všetko najlepšie k narodeninám Láska hory prenáša,Bckzqu tgprkvcok q tgxujktotes Reyqg nuxe vxktecg
Kde bolo tam bolo,Dwx uheh mtf uheh
Láska hory prenáša Kde bolo tam bolo Príliš žlťučký kôň úpäl ďábelské ódy,Gtnfv cjmt kmzitrv Fyz wjgj ovh wjgj Kmfgdr ugvplfv fms skwg ntwzgnfb lyt
Všetko najlepšie k narodeninám,Mnvkbf eracvgnzv b erifuvezepd
Ráno múdrejšie večera V našej záhrade rastú krásne kvety,Szop nyesfkxjf wfrfsb W obxfk azisbef sbtuy lsztof lwfuz
Všetko najlepšie k narodeninám Život je krásny,Ijrgxb anwyrcjvr x anebqravalz Rvibg wr xelfal
Slovensko je krásna krajina Láska hory prenáša V našej záhrade rastú krásne kvety,Voryhqvnr mh nubvqd nudmlqd Obvnd krub suhqbzd Y qdzhm cbkudgh udvwa nubvqh nyhwb
Všetko najlepšie k narodeninám Láska hory prenáša Bez práce nie sú koláče,Mnvkbf eracvgnzv b erifuvezepd Cpjbr yfip givepnr Svq giptv ezv jo bfcphv
Dobrý deň prajem Kde bolo tam bolo Slovensko je krásna krajina,Sdqgp stm egpytb Zst qdad ipb qdad Hadktchzd yt zgnhcp zgpyxcp
Láska hory prenáša,Pcwoe lsvc tvircae
Bez práce nie sú koláče,Nql bdkoq zuq ej waxkcq
Bez práce nie sú koláče Všetko najlepšie k narodeninám V našej záhrade rastú krásne kvety,Rup fhosu dyu in aebogu Lmujae dqzbufmyu a dqhetudydoc L dqmuz poxhqtu hqijn ahoidu alujo
Príliš žlťučký kôň úpäl ďábelské ódy,Jlefcq tfuokeu elr rjvf msvyfmea kxs
Láska hory prenáša Ráno múdrejšie večera,Xkewm tadk bdqzkim Dkza yjpdqviuq hqcqdm
Slovensko je krásna krajina Bez práce nie sú koláče,Mfipyhmei dy elsmhu eludchu Vyt jlswy hcy mr eifsky
Kde bolo tam bolo Slovensko je krásna krajina,Buv sfcf krd sfcf Jcfmvejbf av bipjer birazer
Príliš žlťučký kôň úpäl ďábelské ódy,Qslmjx ambvrlb lsy yqcm tzcfmtlh rez
Slovensko je krásna krajina V našej záhrade rastú krásne kvety Život je krásny,Ohkrajogk fa gnuojw gnwfejw R jwsaf vudnwza nwopt gnuoja grapu Aerkp fa gnuoju
Život je krásny Všetko najlepšie k narodeninám,Cgtmr hc ipwqlw Tucrim lyhjcnugc i lypmbclglwk
Bez práce nie sú koláče,Jmh xzgkm vqm af swtgym
Láska hory prenáša Život je krásny,Kxrjz gnqx oqdmxvz Dhuns id jqxrmx
Všetko najlepšie k narodeninám,Dembsw virtmxeqm s vizwlmvqvgu
Láska hory prenáša Bez práce nie sú koláče Život je krásny,Reyqg nuxe vxktecg Hkf vxeik tok yd qurewk Kobuz pk qxeyte
Bez práce nie sú koláče V našej záhrade rastú krásne kvety,Cfa qszdf ojf ty lpmzrf W obxfk azisbef sbtuy lsztof lwfuz
Slovensko je krásna krajina Kde bolo tam bolo V našej záhrade rastú krásne kvety,Zsvcluzrv ql ryfzuh ryhqpuh Rkl ivsv aht ivsv C uhdlq gfoyhkl yhzae ryfzul rclaf
Ráno múdrejšie večera Dobrý deň prajem Slovensko je krásna krajina,Gncd bmsgtylxt ktftgp Sdqgp stm egpytb Hadktchzd yt zgnhcp zgpyxcp
Kde bolo tam bolo,Slm jwtw biu jwtw
Slovensko je krásna krajina,Mfipyhmei dy elsmhu eludchu
Slovensko je krásna krajina V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy,Kdgnwfkcg bw cjqkfs cjsbafs N fsowb rqzjsvw jsklp cjqkfw cnwlq Hjcdao rdsmics cjp phtd kqtwdkcy ivq
Kde bolo tam bolo Ráno múdrejšie večera Všetko najlepšie k narodeninám,Cvw tgdg lse tgdg Jqfg epvjwboaw nwiwjs Nowlcg fsbdwhoaw c fsjgvwfafqe
Život je krásny,Dhuns id jqxrmx
Láska hory prenáša,Jwqiy fmpw npclwuy
V našej záhrade rastú krásne kvety Bez práce nie sú koláče,Y qdzhm cbkudgh udvwa nubvqh nyhwb Ehc subfh qlh va nrobth
Ráno múdrejšie večera,Xetu sdjxkpcok bkwkxg
Dobrý deň prajem Slovensko je krásna krajina Ráno múdrejšie večera,Terhq tun fhqzuc Ibeludiae zu ahoidq ahqzydq Hode cnthuzmyu luguhq
Život je krásny Kde bolo tam bolo,Bfslq gb hovpkv Hab ylil qxj ylil
Kde bolo tam bolo,Qjk huru zgs huru
Všetko najlepšie k narodeninám Láska hory prenáša,Rsapgk jwfhalsea g jwnkzajejui Huogw dknu lnajusw
Všetko najlepšie k narodeninám,Zaixos renpitami o revshirmrcq
Všetko najlepšie k narodeninám,Hiqfwa zmvxqbiuq w zmdapqzuzky
V našej záhrade rastú krásne kvety Ráno múdrejšie večera,X pcygl bajtcfg tcuvz mtaupg mxgva Tapq ozftglykg xgsgtc
Príliš žlťučký kôň úpäl ďábelské ódy,Rtmnky bncwsmc mtz zrdn uadgnumi sfa
Život je krásny Slovensko je krásna krajina,Gkxqv lg mtaupa Unqxgpumq lg mtaupc mtclkpc
Všetko najlepšie k narodeninám V našej záhrade rastú krásne kvety,Yzhwnr qdmohszlh n qdurghqlqbp Y qdzhm cbkudgh udvwa nubvqh nyhwb
Ráno múdrejšie večera,Hode cnthuzmyu luguhq
Slovensko je krásna krajina Kde bolo tam bolo,Unqxgpumq lg mtaupc mtclkpc Mfg dqnq vco dqnq
Všetko najlepšie k narodeninám,Bckzqu tgprkvcok q tgxujktotes
Dobrý deň prajem Život je krásny,Greud gha sudmhp Hlyrw mh nubvqb
Príliš žlťučký kôň úpäl ďábelské ódy Ráno múdrejšie večera Slovensko je krásna krajina,Fhabym pbqkgaq ahn nfrb iorubiaw gto Hode cnthuzmyu luguhq Ibeludiae zu ahoidq ahqzydq
Slovensko je krásna krajina,Buxenwbtx sn tahbwj tajsrwj
Slovensko je krásna krajina V našej záhrade rastú krásne kvety,Wpszirwos ni ovcwre ovenmre Z reain dclvehi vewxb ovcwri ozixc
Kde bolo tam bolo Láska hory prenáša,Ngh eror wdp eror Obvnd krub suhqbzd
Kde bolo tam bolo Láska hory prenáša Všetko najlepšie k narodeninám,Vop mzwz elx mzwz Wjdvl szcj acpyjhl Ghpevz yluwpahtp v ylczopytyjx
Slovensko je krásna krajina V našej záhrade rastú krásne kvety,Ohkrajogk fa gnuojw gnwfejw R jwsaf vudnwza nwopt gnuoja grapu
Dobrý deň prajem Láska hory prenáša Život je krásny,Terhq tun fhqzuc Boiaq xeho fhudomq Uylej zu ahoido
Láska hory prenáša Všetko najlepšie k narodeninám V našej záhrade rastú krásne kvety,Fsmeu bils jlyhsqu Pqynei hudfyjqcy e hulixyhchsg P huqyd tsbluxy lumnr elsmhy epyns
Všetko najlepšie k narodeninám,Cdlarv uhqslwdpl r uhyvklupuft
Ráno múdrejšie večera,Zgvw uflzmreqm dmymzi
Láska hory prenáša Dobrý deň prajem Ráno múdrejšie večera,Huogw dknu lnajusw Zkxnw zat lnwfai Nujk itznafsea ramanw
Slovensko je krásna krajina Dobrý deň prajem,Buxenwbtx sn tahbwj tajsrwj Mxkaj mng yajsnv
Dobrý deň prajem Ráno múdrejšie večera,Vgtjs vwp hjsbwe Jqfg epvjwboaw nwiwjs
Bez práce nie sú koláče,Cfa qszdf ojf ty lpmzrf
Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy Láska hory prenáša,Gncd bmsgtylxt ktftgp Egzaxl oapjfzp zgm meqa hnqtahzv fsn Anhzp wdgn egtcnlp
Láska hory prenáša Život je krásny Ráno múdrejšie večera,Vicuk rybi zboxigk Osfyd to ubicxi Bixy whnbotgso foaobk
V našej záhrade rastú krásne kvety,Z reain dclvehi vewxb ovcwri ozixc
Všetko najlepšie k narodeninám,Pqynei hudfyjqcy e hulixyhchsg
Život je krásny,Imzsx ni ovcwrc
Kde bolo tam bolo Dobrý deň prajem Slovensko je krásna krajina,Atu rebe jqc rebe Terhq tun fhqzuc Ibeludiae zu ahoidq ahqzydq
Ráno múdrejšie večera Kde bolo tam bolo Dobrý deň prajem,Vcrs qbhvinami ziuive Ohi fsps xeq fsps Hsfve hib tveniq
Láska hory prenáša,Fsmeu bils jlyhsqu
Bez práce nie sú koláče,Svq giptv ezv jo bfcphv
Láska hory prenáša,Vicuk rybi zboxigk
Ráno múdrejšie večera Kde bolo tam bolo Láska hory prenáša,Jqfg epvjwboaw nwiwjs Cvw tgdg lse tgdg Dqkcs zgjq hjwfqos
Láska hory prenáša,Pcwoe lsvc tvircae
V našej záhrade rastú krásne kvety Život je krásny,Y qdzhm cbkudgh udvwa nubvqh nyhwb Hlyrw mh nubvqb
Ráno múdrejšie večera V našej záhrade rastú krásne kvety,Dkza yjpdqviuq hqcqdm H zmiqv lktdmpq dmefj wdkezq whqfk
Ráno múdrejšie večera,Qxmn lwcqdivhd udpdqz
Láska hory prenáša Všetko najlepšie k narodeninám Život je krásny,Kxrjz gnqx oqdmxvz Uvdsjn mzikdovhd j mzqncdmhmxl Dhuns id jqxrmx
Ráno múdrejšie večera,Pwlm kvbpchugc tcocpy
Príliš žlťučký kôň úpäl ďábelské ódy Kde bolo tam bolo Život je krásny,Xzstqe hticysi szf fxjt agjmtaso ylg Slm jwtw biu jwtw Mqdwb rm szgavg
Kde bolo tam bolo Bez práce nie sú koláče,Mfg dqnq vco dqnq Dgb rtaeg pkg uz mqnasg
Láska hory prenáša,Qdxpf mtwd uwjsdbf
Všetko najlepšie k narodeninám V našej záhrade rastú krásne kvety Kde bolo tam bolo,Qrzofj ivegzkrdz f ivmjyzidith Q ivrze utcmvyz mvnos fmtniz fqzot Fyz wjgj ovh wjgj
Kde bolo tam bolo Život je krásny Všetko najlepšie k narodeninám,Buv sfcf krd sfcf Vzmfk av bipjep Mnvkbf eracvgnzv b erifuvezepd
Slovensko je krásna krajina Život je krásny,Qjmtclqim hc ipwqly ipyhgly Cgtmr hc ipwqlw
Všetko najlepšie k narodeninám,Ijrgxb anwyrcjvr x anebqravalz
Príliš žlťučký kôň úpäl ďábelské ódy Dobrý deň prajem,Dfyzwk nzoieyo yfl ldpz gmpszgyu erm Rcpfo rsl dfoxsa
Dobrý deň prajem,Whukt wxq iktcxf
Kde bolo tam bolo Dobrý deň prajem Láska hory prenáša,Fyz wjgj ovh wjgj Yjwmv yzs kmvezh Gtnfv cjmt kmzitrv
Život je krásny Všetko najlepšie k narodeninám,Nrexc sn tahbwh Efnctx wjsunyfrn t wjaxmnwrwhv
Príliš žlťučký kôň úpäl ďábelské ódy,Lnghes vhwqmgw gnt tlxh ouxahogc mzu
Kde bolo tam bolo V našej záhrade rastú krásne kvety Ráno múdrejšie večera,Atu rebe jqc rebe L dqmuz poxhqtu hqijn ahoidu alujo Hode cnthuzmyu luguhq
Kde bolo tam bolo Všetko najlepšie k narodeninám Slovensko je krásna krajina,Jcd ankn szl ankn Uvdsjn mzikdovhd j mzqncdmhmxl Rknudmrjn id jqxrmz jqzihmz
Bez práce nie sú koláče,Uxs ikrvx gbx lq dherjx
Život je krásny Dobrý deň prajem Príliš žlťučký kôň úpäl ďábelské ódy,Rvibg wr xelfal Qboen qrk cenwrz Cexyvj mynhdxn xek kcoy floryfxt dql
Láska hory prenáša V našej záhrade rastú krásne kvety Všetko najlepšie k narodeninám,Qdxpf mtwd uwjsdbf A sfbjo edmwfij wfxyc pwdxsj pajyd Abjypt sfoqjubnj p sfwtijsnsdr
Bez práce nie sú koláče Všetko najlepšie k narodeninám Láska hory prenáša,Mpk acjnp ytp di vzwjbp Ghpevz yluwpahtp v ylczopytyjx Wjdvl szcj acpyjhl
Bez práce nie sú koláče Všetko najlepšie k narodeninám,Psn dfmqs bws gl yczmes Jkshyc boxzsdkws y bofcrsbwbma
V našej záhrade rastú krásne kvety Dobrý deň prajem,U mzvdi yxgqzcd qzrsw jqxrmd judsx Cnaqz cdw oqzidl
Ráno múdrejšie večera Všetko najlepšie k narodeninám Kde bolo tam bolo,Yfuv tekylqdpl clxlyh Cdlarv uhqslwdpl r uhyvklupuft Rkl ivsv aht ivsv
Láska hory prenáša,Vicuk rybi zboxigk
Všetko najlepšie k narodeninám,Yzhwnr qdmohszlh n qdurghqlqbp
Láska hory prenáša Bez práce nie sú koláče,Zmgyo vcfm dfsbmko Psn dfmqs bws gl yczmes
Dobrý deň prajem Kde bolo tam bolo,Fqdtc fgz rtclgo Mfg dqnq vco dqnq
Slovensko je krásna krajina Láska hory prenáša Všetko najlepšie k narodeninám,Wpszirwos ni ovcwre ovenmre Pcwoe lsvc tvircae Zaixos renpitami o revshirmrcq
Slovensko je krásna krajina Ráno múdrejšie večera,Gzcjsbgyc xs yfmgbo yfoxwbo Fmbc alrfsxkws jsesfo
Život je krásny Kde bolo tam bolo,Xbohm cx dkrlgr Dwx uheh mtf uheh
Bez práce nie sú koláče Láska hory prenáša Život je krásny,Loj zbimo xso ch uyviao Vicuk rybi zboxigk Osfyd to ubicxi
V našej záhrade rastú krásne kvety Všetko najlepšie k narodeninám,B tgckp fenxgjk xgyzd qxeytk qbkze Bckzqu tgprkvcok q tgxujktotes
Všetko najlepšie k narodeninám,Abjypt sfoqjubnj p sfwtijsnsdr
Život je krásny Ráno múdrejšie večera V našej záhrade rastú krásne kvety,Hlyrw mh nubvqb Ubqr paguhmzlh yhthud Y qdzhm cbkudgh udvwa nubvqh nyhwb
Dobrý deň prajem Slovensko je krásna krajina Život je krásny,Nylbk noh zbktow Cvyfoxcuy to ubicxk ubktsxk Osfyd to ubicxi
Dobrý deň prajem Slovensko je krásna krajina Život je krásny,Lwjzi lmf xzirmu Atwdmvasw rm szgavi szirqvi Mqdwb rm szgavg
Ráno múdrejšie večera Slovensko je krásna krajina V našej záhrade rastú krásne kvety,Hode cnthuzmyu luguhq Ibeludiae zu ahoidq ahqzydq L dqmuz poxhqtu hqijn ahoidu alujo
Kde bolo tam bolo,Exy vifi nug vifi
V našej záhrade rastú krásne kvety Láska hory prenáša,D viemr hgpzilm ziabf szgavm sdmbg Tgasi pwzg xzmvgei
Všetko najlepšie k narodeninám,Uvdsjn mzikdovhd j mzqncdmhmxl
Kde bolo tam bolo Ráno múdrejšie večera,Gza xkhk pwi xkhk Nujk itznafsea ramanw
Všetko najlepšie k narodeninám V našej záhrade rastú krásne kvety,Xygvmq pclngrykg m pctqfgpkpao X pcygl bajtcfg tcuvz mtaupg mxgva
Láska hory prenáša Ráno múdrejšie večera,Uhbtj qxah yanwhfj Ahwx vgmansfrn enznaj
Dobrý deň prajem Všetko najlepšie k narodeninám Kde bolo tam bolo,Epcsb efy qsbkfn Wxfulp obkmfqxjf l obspefojozn Lef cpmp ubn cpmp
V našej záhrade rastú krásne kvety Všetko najlepšie k narodeninám,X pcygl bajtcfg tcuvz mtaupg mxgva Xygvmq pclngrykg m pctqfgpkpao
Slovensko je krásna krajina Dobrý deň prajem Kde bolo tam bolo,Voryhqvnr mh nubvqd nudmlqd Greud gha sudmhp Ngh eror wdp eror
Slovensko je krásna krajina,Buxenwbtx sn tahbwj tajsrwj
Bez práce nie sú koláče Ráno múdrejšie večera Slovensko je krásna krajina,Zcx npwac lgc qv imjwoc Pwlm kvbpchugc tcocpy Qjmtclqim hc ipwqly ipyhgly
Všetko najlepšie k narodeninám,Bckzqu tgprkvcok q tgxujktotes
Život je krásny Kde bolo tam bolo,Txkdi yt zgnhcn Zst qdad ipb qdad
Slovensko je krásna krajina Príliš žlťučký kôň úpäl ďábelské ódy V našej záhrade rastú krásne kvety,Qjmtclqim hc ipwqly ipyhgly Npijgu xjysoiy ipv vnzj qwzcjqie obw T lyuch xwfpybc pyqrv ipwqlc itcrw
Dobrý deň prajem Ráno múdrejšie večera V našej záhrade rastú krásne kvety,Whukt wxq iktcxf Krgh fqwkxcpbx oxjxkt O gtpxc sraktwx ktlmq dkrlgx doxmr
Láska hory prenáša,Reyqg nuxe vxktecg
Všetko najlepšie k narodeninám Dobrý deň prajem Láska hory prenáša,Rsapgk jwfhalsea g jwnkzajejui Zkxnw zat lnwfai Huogw dknu lnajusw
Kde bolo tam bolo Príliš žlťučký kôň úpäl ďábelské ódy Všetko najlepšie k narodeninám,Jcd ankn szl ankn Oqjkhv ykztpjz jqw woak rxadkrjf pcx Uvdsjn mzikdovhd j mzqncdmhmxl
Kde bolo tam bolo Všetko najlepšie k narodeninám Život je krásny,Xqr obyb gnz obyb Ijrgxb anwyrcjvr x anebqravalz Rvibg wr xelfal
Všetko najlepšie k narodeninám Život je krásny Bez práce nie sú koláče,Cdlarv uhqslwdpl r uhyvklupuft Lpcva ql ryfzuf Ilg wyfjl upl ze rvsfxl
Všetko najlepšie k narodeninám Dobrý deň prajem Láska hory prenáša,Qrzofj ivegzkrdz f ivmjyzidith Yjwmv yzs kmvezh Gtnfv cjmt kmzitrv
Život je krásny V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy,Zdqjo ez fmtnit Q ivrze utcmvyz mvnos fmtniz fqzot Kmfgdr ugvplfv fms skwg ntwzgnfb lyt
Bez práce nie sú koláče Dobrý deň prajem Kde bolo tam bolo,Orm celpr avr fk xbyldr Qboen qrk cenwrz Xqr obyb gnz obyb
Všetko najlepšie k narodeninám Slovensko je krásna krajina Bez práce nie sú koláče,Hiqfwa zmvxqbiuq w zmdapqzuzky Exahqzewa vq wdkezm wdmvuzm Nql bdkoq zuq ej waxkcq
Všetko najlepšie k narodeninám Bez práce nie sú koláče Slovensko je krásna krajina,Lmujae dqzbufmyu a dqhetudydoc Rup fhosu dyu in aebogu Ibeludiae zu ahoidq ahqzydq
Život je krásny Dobrý deň prajem Príliš žlťučký kôň úpäl ďábelské ódy,Txkdi yt zgnhcn Sdqgp stm egpytb Egzaxl oapjfzp zgm meqa hnqtahzv fsn
Slovensko je krásna krajina V našej záhrade rastú krásne kvety Ráno múdrejšie večera,Zsvcluzrv ql ryfzuh ryhqpuh C uhdlq gfoyhkl yhzae ryfzul rclaf Yfuv tekylqdpl clxlyh
Kde bolo tam bolo,Lef cpmp ubn cpmp
Život je krásny V našej záhrade rastú krásne kvety Všetko najlepšie k narodeninám,Txkdi yt zgnhcn K cplty onwgpst gphim zgnhct zktin Kltizd cpyatelxt z cpgdstcxcnb
Bez práce nie sú koláče Všetko najlepšie k narodeninám Ráno múdrejšie večera,Xav lnuya jea ot gkhuma Rsapgk jwfhalsea g jwnkzajejui Nujk itznafsea ramanw
Kde bolo tam bolo,Ohi fsps xeq fsps
Dobrý deň prajem,Itgwf ijc uwfojr
Kde bolo tam bolo,Zst qdad ipb qdad
Dobrý deň prajem,Kviyh kle wyhqlt
Kde bolo tam bolo Slovensko je krásna krajina,Pij gtqt yfr gtqt Xqtajsxpt oj pwdxsf pwfonsf
Príliš žlťučký kôň úpäl ďábelské ódy Láska hory prenáša,Hjcdao rdsmics cjp phtd kqtwdkcy ivq Dqkcs zgjq hjwfqos
Ráno múdrejšie večera Láska hory prenáša,Mtij hsymzerdz qzlzmv Gtnfv cjmt kmzitrv
Bez práce nie sú koláče,Twr hjquw faw kp cgdqiw
Láska hory prenáša Všetko najlepšie k narodeninám Kde bolo tam bolo,Qdxpf mtwd uwjsdbf Abjypt sfoqjubnj p sfwtijsnsdr Pij gtqt yfr gtqt
Kde bolo tam bolo,Zst qdad ipb qdad
Život je krásny Kde bolo tam bolo,Uylej zu ahoido Atu rebe jqc rebe
Kde bolo tam bolo,Wpq naxa fmy naxa
Bez práce nie sú koláče,Fid tvcgi rmi wb ospcui
Láska hory prenáša Bez práce nie sú koláče Ráno múdrejšie večera,Kxrjz gnqx oqdmxvz Ady oqxbd mhd rw jnkxpd Qxmn lwcqdivhd udpdqz
Láska hory prenáša,Ylfxn ubel ceraljn
Dobrý deň prajem Slovensko je krásna krajina V našej záhrade rastú krásne kvety,Hsfve hib tveniq Wpszirwos ni ovcwre ovenmre Z reain dclvehi vewxb ovcwri ozixc
Slovensko je krásna krajina V našej záhrade rastú krásne kvety Láska hory prenáša,Buxenwbtx sn tahbwj tajsrwj E wjfns ihqajmn ajbcg tahbwn tench Uhbtj qxah yanwhfj
Bez práce nie sú koláče Slovensko je krásna krajina,Ehc subfh qlh va nrobth Voryhqvnr mh nubvqd nudmlqd
V našej záhrade rastú krásne kvety Láska hory prenáša Príliš žlťučký kôň úpäl ďábelské ódy,J boksx nmvfors foghl yfmgbs yjshm Zmgyo vcfm dfsbmko Dfyzwk nzoieyo yfl ldpz gmpszgyu erm
Dobrý deň prajem,Xivlu xyr jludyg
Láska hory prenáša,Zmgyo vcfm dfsbmko
Bez práce nie sú koláče Ráno múdrejšie večera,Psn dfmqs bws gl yczmes Fmbc alrfsxkws jsesfo
Ráno múdrejšie večera,Wdst rciwjobnj ajvjwf
Všetko najlepšie k narodeninám Príliš žlťučký kôň úpäl ďábelské ódy,Xygvmq pclngrykg m pctqfgpkpao Rtmnky bncwsmc mtz zrdn uadgnumi sfa
Život je krásny,Dhuns id jqxrmx
Bez práce nie sú koláče,Uxs ikrvx gbx lq dherjx
Ráno múdrejšie večera,Ahwx vgmansfrn enznaj
Láska hory prenáša Príliš žlťučký kôň úpäl ďábelské ódy Život je krásny,Obvnd krub suhqbzd Sunolz codxtnd nua aseo vbehovnj tgb Hlyrw mh nubvqb
V našej záhrade rastú krásne kvety,E wjfns ihqajmn ajbcg tahbwn tench
Slovensko je krásna krajina V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy,Wpszirwos ni ovcwre ovenmre Z reain dclvehi vewxb ovcwri ozixc Tvopma dpeyuoe ovb btfp wcfipwok uhc
V našej záhrade rastú krásne kvety,B tgckp fenxgjk xgyzd qxeytk qbkze
V našej záhrade rastú krásne kvety,S kxtbg wveoxab oxpqu hovpkb hsbqv
V našej záhrade rastú krásne kvety Láska hory prenáša,W obxfk azisbef sbtuy lsztof lwfuz Mztlb ipsz qsfozxb
Láska hory prenáša V našej záhrade rastú krásne kvety,Uhbtj qxah yanwhfj E wjfns ihqajmn ajbcg tahbwn tench
Dobrý deň prajem,Cnaqz cdw oqzidl
Život je krásny,Fjwpu kf lsztoz
Príliš žlťučký kôň úpäl ďábelské ódy,Rtmnky bncwsmc mtz zrdn uadgnumi sfa
Všetko najlepšie k narodeninám,Xygvmq pclngrykg m pctqfgpkpao
V našej záhrade rastú krásne kvety Život je krásny,J boksx nmvfors foghl yfmgbs yjshm Swjch xs yfmgbm
Bez práce nie sú koláče,Ybw movzb kfb pu hlivnb
Príliš žlťučký kôň úpäl ďábelské ódy Ráno múdrejšie večera Slovensko je krásna krajina,Mohift wixrnhx hou umyi pvybiphd nav Ovkl juaobgtfb sbnbox Pilsbkphl gb hovpkx hoxgfkx
Slovensko je krásna krajina Láska hory prenáša Dobrý deň prajem,Buxenwbtx sn tahbwj tajsrwj Uhbtj qxah yanwhfj Mxkaj mng yajsnv
Slovensko je krásna krajina,Tmpwfotlp kf lsztob lsbkjob
Všetko najlepšie k narodeninám Slovensko je krásna krajina Príliš žlťučký kôň úpäl ďábelské ódy,Abjypt sfoqjubnj p sfwtijsnsdr Xqtajsxpt oj pwdxsf pwfonsf Uwpqnb eqfzvpf pwc cugq xdgjqxpl vid
Láska hory prenáša Dobrý deň prajem,Qdxpf mtwd uwjsdbf Itgwf ijc uwfojr
Slovensko je krásna krajina Ráno múdrejšie večera Kde bolo tam bolo,Voryhqvnr mh nubvqd nudmlqd Ubqr paguhmzlh yhthud Ngh eror wdp eror
Dobrý deň prajem,Bmzpy bcv npyhck
Bez práce nie sú koláče Život je krásny,Jmh xzgkm vqm af swtgym Mqdwb rm szgavg
Kde bolo tam bolo Príliš žlťučký kôň úpäl ďábelské ódy,Ohi fsps xeq fsps Tvopma dpeyuoe ovb btfp wcfipwok uhc
Všetko najlepšie k narodeninám,Opxmdh gtcexipbx d gtkhwxgbgrf
Ráno múdrejšie večera Dobrý deň prajem,Zgvw uflzmreqm dmymzi Lwjzi lmf xzirmu
Príliš žlťučký kôň úpäl ďábelské ódy Bez práce nie sú koláče Slovensko je krásna krajina,Dfyzwk nzoieyo yfl ldpz gmpszgyu erm Psn dfmqs bws gl yczmes Gzcjsbgyc xs yfmgbo yfoxwbo
Príliš žlťučký kôň úpäl ďábelské ódy,Ikdebp setnjdt dkq qiue lruxeldz jwr
Ráno múdrejšie večera,Szop nyesfkxjf wfrfsb
Slovensko je krásna krajina,Cvyfoxcuy to ubicxk ubktsxk
Dobrý deň prajem Život je krásny Kde bolo tam bolo,Fqdtc fgz rtclgo Gkxqv lg mtaupa Mfg dqnq vco dqnq
Ráno múdrejšie večera Všetko najlepšie k narodeninám Láska hory prenáša,Xetu sdjxkpcok bkwkxg Bckzqu tgprkvcok q tgxujktotes Reyqg nuxe vxktecg
Kde bolo tam bolo Dobrý deň prajem Bez práce nie sú koláče,Exy vifi nug vifi Xivlu xyr jludyg Vyt jlswy hcy mr eifsky
Dobrý deň prajem Život je krásny,Greud gha sudmhp Hlyrw mh nubvqb
Život je krásny,Hlyrw mh nubvqb
Kde bolo tam bolo V našej záhrade rastú krásne kvety,Ohi fsps xeq fsps Z reain dclvehi vewxb ovcwri ozixc
Slovensko je krásna krajina,Jcfmvejbf av bipjer birazer
Všetko najlepšie k narodeninám V našej záhrade rastú krásne kvety,Efnctx wjsunyfrn t wjaxmnwrwhv E wjfns ihqajmn ajbcg tahbwn tench
Život je krásny,Mqdwb rm szgavg
Ráno múdrejšie večera,Jqfg epvjwboaw nwiwjs
V našej záhrade rastú krásne kvety Ráno múdrejšie večera,N fsowb rqzjsvw jsklp cjqkfw cnwlq Jqfg epvjwboaw nwiwjs
Láska hory prenáša,Wjdvl szcj acpyjhl
Láska hory prenáša Slovensko je krásna krajina Ráno múdrejšie večera,Jwqiy fmpw npclwuy Qjmtclqim hc ipwqly ipyhgly Pwlm kvbpchugc tcocpy
Slovensko je krásna krajina,Hadktchzd yt zgnhcp zgpyxcp
Dobrý deň prajem Slovensko je krásna krajina,Juhxg jkd vxgpks Yrubktyqu pk qxeytg qxgpotg
Ráno múdrejšie večera Láska hory prenáša Bez práce nie sú koláče,Pwlm kvbpchugc tcocpy Jwqiy fmpw npclwuy Zcx npwac lgc qv imjwoc
V našej záhrade rastú krásne kvety Bez práce nie sú koláče Život je krásny,C uhdlq gfoyhkl yhzae ryfzul rclaf Ilg wyfjl upl ze rvsfxl Lpcva ql ryfzuf
